epoch,loss,model_1_loss,model_2_loss_1,model_2_loss_2
0,0.964378072615,0.0119087385627,4.81467126602,0.964378072615
0,0.940162562834,0.0126061134332,4.81232289534,0.940162562834
0,0.917001347398,0.0132470219575,4.81238967487,0.917001347398
0,0.901428037752,0.013847323088,4.80945116366,0.901428037752
0,0.886903465347,0.014575809386,4.80960898288,0.886903465347
0,0.87781231004,0.015137156779,4.80815478897,0.87781231004
0,0.867024291621,0.015660180187,4.80839881951,0.867024291621
0,0.853640374831,0.016188150332,4.80546124372,0.853640374831
0,0.852856649983,0.0168309850934,4.80704330712,0.852856649983
0,0.836214705824,0.0172011714107,4.80900200406,0.836214705824
0,0.833834259996,0.0176484142815,4.80942789683,0.833834259996
0,0.827383885102,0.0181696222535,4.80826019422,0.827383885102
0,0.813080641119,0.0184687798558,4.81113993498,0.813080641119
0,0.811505609659,0.0187993748152,4.80974367459,0.811505609659
0,0.804845833942,0.0190469516391,4.80651397196,0.804845833942
0,0.800568391356,0.0194995491151,4.80835233374,0.800568391356
0,0.790798845406,0.0197247008394,4.80680008543,0.790798845406
0,0.783459035655,0.0199969204213,4.80885923185,0.783459035655
0,0.782348917133,0.0202318516687,4.80915396483,0.782348917133
0,0.778859790839,0.0205205515573,4.80735391928,0.778859790839
0,0.772588577717,0.0206040828058,4.8079291753,0.772588577717
0,0.765089204031,0.0208198392411,4.80991927769,0.765089204031
0,0.762324207725,0.0209522063857,4.80936867972,0.762324207725
0,0.759395367219,0.020995931317,4.81068870542,0.759395367219
0,0.757812756198,0.0211038326099,4.81111796844,0.757812756198
0,0.752142711604,0.0210275878622,4.81058958073,0.752142711604
0,0.745965753585,0.0212561441608,4.80842117149,0.745965753585
0,0.7456198369,0.021261038695,4.80969879501,0.7456198369
0,0.742698292133,0.021168749723,4.8075702468,0.742698292133
0,0.741241313455,0.0211102537167,4.80837223625,0.741241313455
0,0.735439200324,0.021183137261,4.80639294772,0.735439200324
0,0.737390568258,0.0211237459402,4.8037474661,0.737390568258
0,0.732083111405,0.0211817708239,4.80616646667,0.732083111405
0,0.728824625791,0.0211636004962,4.8073485679,0.728824625791
0,0.725225875501,0.0211550545201,4.80706212949,0.725225875501
0,0.725622457116,0.0212236409999,4.80711002036,0.725622457116
